10,B09FNJZD68,"[2, 2]",5,"4th kindle, Hubby likes them.","02 05, 2022",R3NSCGD4ZSM9Y4,none,Black and white. No blue light.,1643990400
11,B09FNJZD68,"[0, 0]",5,"I love it. Easy on the eyes, and the bigger screen size makes it seem more like a book. This was a good purchase.","04 29, 2022",R39HXQDBXSRMTS,LKMULLER,Wonderful,1651161600
12,B09FNJZD68,"[0, 0]",5,Software has been updated.Charge lasts longer and charger is easy to use.,"04 04, 2022",R180H1HZAX4MCZ,REZ,Big improvement,1649001600
13,B09FNJZD68,"[0, 0]",5,I love the size of the Paperwhite. Fits easily in my bag. Holds a good charge.,"03 03, 2022",R1TX978Z183QHN,Charlene D. Wharton,My Life,1646236800
14,B09FNJZD68,"[0, 0]",5,Wife loves it! Nuff saida?|,"03 27, 2022",R2U8FRYADNTK79,Middle of Nowhere,Wife loves it!,1648310400
15,B09FNJZD68,"[0, 0]",5,I upgraded to this Kindle from one bought about 10 years ago. Ia??m so happy that I did. The backlighting is wonderful and the new screen size is great!,"03 05, 2022",RFIJYLZXAUGJ2,Elizabeth Ward,Wonderful upgrade,1646409600
16,B09FNJZD68,"[0, 0]",5,"We bought this for our grand daughters birthday. No instruction come with it and she cana??t set it up at all. We are 600 mikes away snd I tried over the phone and that didna??t work. It us my understanding that if you buy one for your own Snazon account, setup is easy. But trying to connect her out Kindle, Audible, Primes, etc. accounts is a nightmare she gave on. We are trying to get her to try one more time. What could have been the best birthday gift ever has been turned into a nightmare that cistioner service cannot resolve so far. I am leaving this review open because this is completely unlike Amazon hopefully some executive type will see this negative review, find out what happened, snd fix it. Then, I can change this to a the kind of five star review you expect from Amazon.","03 15, 2022",R33P23CVK4KUKY,MikeB,Way too complicated to set up,1647273600
17,B09FNJZD68,"[0, 0]",1,I am glad I did not order the paperwhite it is to small!,"01 31, 2022",R1Z8HPRUS4OAQK,Kindle Customer,waste of money!,1643558400
18,B09FNJZD68,"[0, 0]",5,"Purchased as gift for son. He loves it! Great screen, battery life & readability!","01 28, 2022",R135RHFT565S30,J D's Place,Gift for Son!,1643299200
19,B09FNJZD68,"[9, 9]",5,"Ive had to update my review! Someone at Amazon saw my review, called me and educated this old lady about using my paperwhite. Now, I love it! Easy to use! Updated to 5 fantastic stars!!!Ia??ve had kindles for years and finally decided to get the one dedicated to reading, which is truly what I use it for. It must just be me but I cana??t navigate from one book to another without jumping through the hoop of turning it off. Awkward to use. Very disappointed. And the instructions are where?","01 18, 2022",R2OEVM7ZU04R1Y,Kindle Customer,Love it!,1642435200
0,B09FP1C94R,"[127, 127]",5,"When I read about the new Kindle Paperwhite I really couldna??t believe I needed another device, but I am an avid reader and it just sounded great. I ordered it. I love it. It reads so much like a book, has more memory and holds a charge for longer. It was a great buy.","11 03, 2021",R18MRSLUC1QQMC,Pet Mama,This is my 4th Kindle and by far my favorite,1635868800
1,B09FP1C94R,"[89, 89]",5,I had a 2017 Kindle Oasis that I dropped once to often and finally cracked the screen. So I replaced it with the Kindle Signature Paperwhite. The good news:1. Nice display2. Even backlight3. Great battery life (I read a lot)4. USB-C charging. Finally. Also wireless charging5. Perfect sizeWhat I miss:1. Page turn buttons,"12 21, 2021",R1S9DYS2XC7HB3,Howard,Nice Update to the Paperwhite.,1640016000
2,B09FP1C94R,"[64, 64]",5,"Got this to replace an older model. My wife is addicted to reading (not a bad thing) and she absolutely LOVES her kindle. When the old one was sent back for trade-in, She had to wait a month for her new one. She was going around lost, in withdrawal, without her Kindle!The bundle is a good value and makes a good thing even better! The cover is essential and the wireless charger is pretty cool. The charger is made by Anker, so you can expect high quality and reliability from Anker.","12 12, 2021",R2GRKMFJVRI93G,David Stafford,My wife is addicted!,1639238400
3,B09FP1C94R,"[45, 45]",5,"I waited until the latest revision was ready for sale, 0ctober 2021. Then I got the most expensive version with a leather cover, microbial screen and wireless charging receptacle. Spend a little more and go first class. Be good to yourself! You deserve it, right Poochie?This device is perfect for reading in bed. It has it's own adjustable light source. You won't disturb your partner. Underline stuff with your fingertip. When you turn it off and start reading again the next day, it automatically brings you to the place you stopped reading.The only drawback I have found: when I go to Amazon and browse Kindle book titles, I can order a book with a single click. That's just too darn easy! It's like eating popcorn - how do you stop? Just one more piece won't hurt anything. I bought 4 books in about 3 minutes at 2 in the morning.Definitely get the Kindle, just be wary of that one-click ordering! Ciao!","01 16, 2022",R2OQCQP1SZ507,Bumptious Bob,What's not to like?,1642262400
4,B09FP1C94R,"[40, 40]",5,"I didn't think I would like an electronic reader. Maybe it would bother my eyes. I like the feel of a book. What if the battery runs out while I am away from charger.... The paperwhite erased all my concerns. I read more than ever before thanks to my Kindle. Battery length is great. No stacks of books around. Touchscreen page turning is easy, and kindle is easier to hold for long lengths of time than a traditional paper book","12 22, 2021",REOIKDF94EA54,Amazon Customer,Reading made fun again,1640102400
5,B09FP1C94R,"[33, 33]",5,"I have used Kindles for many years now and decided to treat myself this Christmas. Love the auto brightness which works very well as I read both in the Florida sun and at night in bed. The screen is very slick, but the only issue I have had so far is that the screen sometimes does not change pages. If I touch the right hand side of the screen, the pages usually turn very easily, but on occasion, they will take quite a few seconds and if i press multiple times then these work in the background and find I am a few pages ahead of where I wanted to be. I suspect this needs a firmware change/update, but apart from this glitch, am very happy with it. I bought the fast wireless charger stand so the Kindle goes there after reading at night. I never have to worry about it not being charged when I go out.","01 07, 2022",R1CJ9HZBH1SP8W,TomT,Just love it ... with a little rider,1641484800
6,B09FP1C94R,"[30, 30]",5,I love this kindle! I have had quite a few different kindle and this is by far my favorite. I feel like I'm reading a real book.,"12 14, 2021",RD15740APCWHO,Cat dancer,Best kindle,1639411200
7,B09FP1C94R,"[16, 16]",3,"Ia??m so disappointed in the new Kindle. By itself it is just okay, not as sturdy-feeling as my old ones, but the leather case is an absolute dud. The flap is light and has no magnetic latch, so it does not stay closed when not being used. The screen is always coming on and will result in shorter battery life and dust and grime collection. If Amazon redesigns the flimsy case, I might not hate it so much. For now, Ia??m not happy at all.","04 09, 2022",R3KBUFFK8LJPQ3,thorsprincess,Not An Improvement,1649433600
8,B09FP1C94R,"[8, 8]",5,I absolutely love being able to charge my Kindle wirelessly. It works well.,"12 31, 2021",R1XE3QAKZXOQWR,JMR,Love it!,1640880000
9,B09FP1C94R,"[10, 10]",3,"The on/off button sticks out too much , very annoying when it turns off the kindle while reading. The operating system was not updated much. Very slow and sluggish","01 30, 2022",R7XAX4I9UAIRP,Bill Surf,On/off button,1643472000
0,B09FP1C94R,"[2, 2]",5,I have had kindle since way back when they had the keyboard( dates me doesn't it?). I really like the paperwhite and recently updated mine,"02 06, 2022",R2S5KDC4T39127,CherylG,Love the kindle,1644076800
1,B09FP1C94R,"[2, 2]",3,"discribed as ""thin leather"" wrong, nothing about this feels like leather. More like plastic cover. Does allow you to charge on wireless charger. Over all disappointed with product. Was expecting leather, spent money for leather, got plastic.","02 15, 2022",R15T7G74M8KW68,James Lynch,misleading description,1644854400
2,B09FP1C94R,"[2, 2]",5,The touch screen is tricky. Sometimes I have to go back 8 or 10 pages to find where I was. Not sure what happens.,"02 06, 2022",R1TXTL0IGB3G9C,Diane Shelor,Love it,1644076800
3,B09FP1C94R,"[0, 0]",5,"Battery life is amazing seems to go forever. Larger reading area is great. Easy to hold, turn pages with one touch. This is my 3rd Kindle and I'll never read on anything else!","05 03, 2022",R1QIC1MGQEMGKQ,Shirley M. Conklin,Excellent battery life!,1651507200
4,B09FP1C94R,"[0, 0]",4,Works well I was not quite happy with touch sensitivity (flipping pages) and hard to justify price but it is a nice kindle and I enjoy it.,"05 13, 2022",R237IFUYK2VZON,SWGeek,Good Kindle but overkill for many,1652371200
5,B09FP1C94R,"[0, 0]",5,Great gift! Perfect size. Very easy set up right out of the box even for mea?| Someone who is not tech savvy. Highly recommend the ad free version.,"01 11, 2022",RJNSZVRV6OPDD,P.S.,Perfect size!,1641830400
6,B09FP1C94R,"[0, 0]",5,Amazing of course! And the standing charging pad is so convenient. I will always want one of those. Just love it all.,"02 25, 2022",R3B8EB1FKWHTQ4,Sandra J. Long,What a Dream,1645718400
7,B09FP1C94R,"[0, 0]",5,Replacement for first-generation PaperWhite. Several upgrades and my wife loves the device. She reads on it every day with better battery life. Bought the cradle recharge device and life is simple.,"02 15, 2022",RI1HU5PNW6W0X,Joy A Wyrick,Replacement for original PaperWhite - Wife loves it.,1644854400
8,B09FP1C94R,"[0, 0]",5,No problems; works well,"12 30, 2021",R3GECP2E3RZW3K,Susan Smith,Kindle,1640793600
9,B09FP1C94R,"[0, 0]",3,I love the screen and ita??s light weight however I cannot pair the blue tooth for audiobooks I called help center they wanted me to fix it on my laptop but I dona??t have a laptop so this is still a problem,"05 12, 2022",R3PCV3D3BI6SJX,melloney karen ward melloney karen ward,My Kendal,1652284800
0,B09FP1C94R,"[0, 0]",5,"This is wonderful, easy to hold and not a ton of books to dust on your shelf","03 09, 2022",R1J9U5NSOFO29H,george j wildman,best way to read a book,1646755200
1,B09FP1C94R,"[0, 0]",5,"El producto tiene mas pros y casi ning?on contra. Lo hall?? un poco grueso de sostener. Sin embargo la pantalla, la bater?-a, la practicidad, y lo bien construido que est?? hacen que valga la pena. Probablemente en 10 a??идos lo siga teniendo por que para leer no se necesita m??s. Recomendadisimo.","02 23, 2022",R92ZHVHA524CM,Mar,Tremendo gadget,1645545600
2,B09FP1C94R,"[0, 0]",4,Ebooks trying it on first book like it,"02 28, 2022",R2YAEUOP952MJ2,Ronald S.,ebook good,1645977600
3,B09FP1C94R,"[0, 0]",5,Wife loves it Happy wife happy me,"02 28, 2022",R3BKODYLJOIY0M,Lannis Allmaras,Wife loves it,1645977600
4,B09FP1C94R,"[0, 0]",5,"Works well, battery life is good","01 19, 2022",R9434XAETCPJJ,Susan M. Kitchings,Love it!,1642521600
5,B09FP1C94R,"[0, 0]",5,Product was as advertised. Size allows for ease of portability. Readability in bright sunlight and does require additional lighting source in low light conditions. Ease and speed of downloads of reading materials was excellent.,"05 18, 2022",R38TPFOR3EB64F,Roger S.,Product was as advertised.,1652803200
6,B09FP1C94R,"[0, 0]",5,Great!,"01 15, 2022",RLA7AL8GCYS50,Robin D Haight,Great!,1642176000
7,B09FP1C94R,"[0, 0]",5,The paperwhite signature is so light and the battery last a long time. I am very happy with it! Highly recommend.,"02 01, 2022",RZJNZSVWCEYMC,Pauna K.,light and great to look at,1643644800
8,B09FP1C94R,"[0, 0]",5,Easy to hold & I read daily.,"02 22, 2022",R2WZJFIVB7ROFD,Carol Hall,Enjoy using it daily,1645459200
9,B09FP1C94R,"[0, 0]",5,Gave it to my son for Xmas and he loves it!,"03 06, 2022",R21Q0M6BPRU9R2,Joan Whitaker,Gave it as a gift,1646496000
0,B09FP1C94R,"[0, 0]",5,"Had to buy this as my Fire ran out of book space. I was a bit shocked at the smaller size, the Fire was more rectangle and held more 'words per page'. I find myself 'turning the page' a lot with the Paperwhite...just something to get use to. I synced my Fire with the Paperwhite and can actually 'delete permanently' older, read books. I made sure to charge the Paperwhite before using and I was a bit disheartened, when after I opened the 'book', it was already down to 99%. My Fire stays on with good battery life, even after 5 years. It is still brand new to me, so my review may change in a month or so....I may revisit.","04 04, 2022",R6I5QG36U9G5Z,Kindle Customer,"Just Got It, I Like It, but It Is Not a Fire",1649001600
1,B09FP1C94R,"[0, 0]",5,"I am not a electronics guru by no means, but wanted to venture into the realm of e-books. I mustered up enough guts and finally ordered the Kindle Paperwhite Signature Edition. Received the package and let it sit a day or 2 before opening the box just knowing I will have a headache by the time I figure out how to get it up and running. Low and behold, the setup was actually pain free and I'm halfway through my first ordered book. The only thing I'm not impressed with, is the fat that my book selections are limited to Amazon books only. Barnes & Noble have a few selections I'd like to read, but that would involve me purchasing a Nook. Maybe Amazon will expand their reading selections to include all book stores!!","04 06, 2022",R2EL8IP1XFWGDV,Elizabeth,Kindle Paperwhite Signature Edition,1649174400
2,B09FP1C94R,"[0, 0]",5,I've had the previous 2 generation to this kindle and they were great. But this one? Almost perfect. It's thin and light so it doesn't weigh down my bag when I carry it. Just having it being that little bit bigger makes for a more enjoyable reading experience. At least for me.The main problem I had with the previous versions was how slow it was. The page turning was fine but going to my library or search something there was a huge delay. I dont have this same issue with this new one.So far I've loved this one more than the previous versions.,"05 02, 2022",RG71VX1GSUMKW,Nicole,I REALLY like having a bit of a bigger screen.,1651420800
3,B09FP1C94R,"[0, 0]",5,Since package included wireless recharge and great cover didn't need charger or screen protector. Sorry you sent follow up recommendation that others have bought same. Feel little too much pressure to sell more. Losing confidence in Amazon recommendations. Kindle (my 3rd) is great. Wish there were better info on how to access my previous classification of titles from cloud to new kindle; how to delete titles from Kindle to cloud storage. Very annoyed that I couldn't refuse the "free" three months of Kindle reading with auto subscription continuation.,"03 12, 2022",R1EVLQ9K7WG2I5,Ronald Dias,Too soon to tell about battery life.,1647014400
4,B09FP1C94R,"[0, 0]",5,"I had the original Kindle and then, several years ago, upgraded to the Voyage. I wanted a new Kindle, and I came across this package deal; No-Ad Kindle, wireless charger and case! I am super happy that I bought the whole bundle and I love all of it!","03 17, 2022",R36HVHIMYSI8VB,Love My Dogs,I love it!,1647446400
5,B09FP1C94R,"[4, 4]",5,Great screen to read never had one of these before but glad I bought one now and it is great perfect . Easy to hold touch screen is good perfect to read by battery life is good they said 10 weeks but that is not accurate but still all in all a really great device. I really do like my kindle. I am glad I bought this .,"02 01, 2022",R2C2274FII5B7O,christopher pollard,It is a really good device for reading,1643644800
6,B09FP1C94R,"[0, 0]",5,"I got the set that comes with a case and the charging dock. This is a great device. Super easy on your eyes (compared to reading on a phone)! Love the Audible integration and Bluetooth support. I was also happy to learn that you can sideload .mobi files, as I have some .epub files that would have been disappointing to read on another device.","03 20, 2022",RZIHGEF3HSK0Q,Krell,What a cool device! These have come a long way!!,1647705600
7,B09FP1C94R,"[0, 0]",5,"I replaced my beloved Kindle Paperwhite with this new version and have been delighted I did so. It is familiar to every Paperwhite fan yet has touches that make it superior to earlier versions. A faster processor, slightly wider screen and wireless recharging are my favorite enhancements. Still the best e-reader around in my book (ebook?)","03 01, 2022",RLS1N63XVF57O,Richard A. Lee,Even better than the last,1646064000
8,B09FP1C94R,"[0, 0]",5,The Kindle is really nice and I especially like the back light that allows you to read it in total darkness without bothering anyone. I got the bundle because I wanted this stand. It is so convenient and I never have to plug anything in when I am finished reading. I just set it on the stand and it is charging. Easy!!!,"03 27, 2022",RQ4T2EXHV5548,peggy,Love the Kindle and the charger is so easy,1648310400
9,B09FP1C94R,"[0, 0]",5,"I have always been partial to holding books in my hands, to turning the pages, and flipping to my bookmark. I always thought books were the only way to go until I broke down and decided to try the kindle. What a pleasant surprise. I can set the font to my liking in size, boldness, and style. The screen readable in all light conditions I've encountered. All my books are in one small easy to carry kindle. I highly recommend the kindle. Never thought I would.","05 11, 2022",R2GPQI4ALZLSQ,Cisco,Better than expected,1652198400
0,B09FP1C94R,"[127, 127]",5,"When I read about the new Kindle Paperwhite I really couldna??t believe I needed another device, but I am an avid reader and it just sounded great. I ordered it. I love it. It reads so much like a book, has more memory and holds a charge for longer. It was a great buy.","11 03, 2021",R18MRSLUC1QQMC,Pet Mama,This is my 4th Kindle and by far my favorite,1635868800
1,B09FP1C94R,"[89, 89]",5,I had a 2017 Kindle Oasis that I dropped once to often and finally cracked the screen. So I replaced it with the Kindle Signature Paperwhite. The good news:1. Nice display2. Even backlight3. Great battery life (I read a lot)4. USB-C charging. Finally. Also wireless charging5. Perfect sizeWhat I miss:1. Page turn buttons,"12 21, 2021",R1S9DYS2XC7HB3,Howard,Nice Update to the Paperwhite.,1640016000
2,B09FP1C94R,"[64, 64]",5,"Got this to replace an older model. My wife is addicted to reading (not a bad thing) and she absolutely LOVES her kindle. When the old one was sent back for trade-in, She had to wait a month for her new one. She was going around lost, in withdrawal, without her Kindle!The bundle is a good value and makes a good thing even better! The cover is essential and the wireless charger is pretty cool. The charger is made by Anker, so you can expect high quality and reliability from Anker.","12 12, 2021",R2GRKMFJVRI93G,David Stafford,My wife is addicted!,1639238400
3,B09FP1C94R,"[45, 45]",5,"I waited until the latest revision was ready for sale, 0ctober 2021. Then I got the most expensive version with a leather cover, microbial screen and wireless charging receptacle. Spend a little more and go first class. Be good to yourself! You deserve it, right Poochie?This device is perfect for reading in bed. It has it's own adjustable light source. You won't disturb your partner. Underline stuff with your fingertip. When you turn it off and start reading again the next day, it automatically brings you to the place you stopped reading.The only drawback I have found: when I go to Amazon and browse Kindle book titles, I can order a book with a single click. That's just too darn easy! It's like eating popcorn - how do you stop? Just one more piece won't hurt anything. I bought 4 books in about 3 minutes at 2 in the morning.Definitely get the Kindle, just be wary of that one-click ordering! Ciao!","01 16, 2022",R2OQCQP1SZ507,Bumptious Bob,What's not to like?,1642262400
4,B09FP1C94R,"[40, 40]",5,"I didn't think I would like an electronic reader. Maybe it would bother my eyes. I like the feel of a book. What if the battery runs out while I am away from charger.... The paperwhite erased all my concerns. I read more than ever before thanks to my Kindle. Battery length is great. No stacks of books around. Touchscreen page turning is easy, and kindle is easier to hold for long lengths of time than a traditional paper book","12 22, 2021",REOIKDF94EA54,Amazon Customer,Reading made fun again,1640102400
5,B09FP1C94R,"[33, 33]",5,"I have used Kindles for many years now and decided to treat myself this Christmas. Love the auto brightness which works very well as I read both in the Florida sun and at night in bed. The screen is very slick, but the only issue I have had so far is that the screen sometimes does not change pages. If I touch the right hand side of the screen, the pages usually turn very easily, but on occasion, they will take quite a few seconds and if i press multiple times then these work in the background and find I am a few pages ahead of where I wanted to be. I suspect this needs a firmware change/update, but apart from this glitch, am very happy with it. I bought the fast wireless charger stand so the Kindle goes there after reading at night. I never have to worry about it not being charged when I go out.","01 07, 2022",R1CJ9HZBH1SP8W,TomT,Just love it ... with a little rider,1641484800
6,B09FP1C94R,"[30, 30]",5,I love this kindle! I have had quite a few different kindle and this is by far my favorite. I feel like I'm reading a real book.,"12 14, 2021",RD15740APCWHO,Cat dancer,Best kindle,1639411200
7,B09FP1C94R,"[16, 16]",3,"Ia??m so disappointed in the new Kindle. By itself it is just okay, not as sturdy-feeling as my old ones, but the leather case is an absolute dud. The flap is light and has no magnetic latch, so it does not stay closed when not being used. The screen is always coming on and will result in shorter battery life and dust and grime collection. If Amazon redesigns the flimsy case, I might not hate it so much. For now, Ia??m not happy at all.","04 09, 2022",R3KBUFFK8LJPQ3,thorsprincess,Not An Improvement,1649433600
8,B09FP1C94R,"[8, 8]",5,I absolutely love being able to charge my Kindle wirelessly. It works well.,"12 31, 2021",R1XE3QAKZXOQWR,JMR,Love it!,1640880000
9,B09FP1C94R,"[10, 10]",3,"The on/off button sticks out too much , very annoying when it turns off the kindle while reading. The operating system was not updated much. Very slow and sluggish","01 30, 2022",R7XAX4I9UAIRP,Bill Surf,On/off button,1643472000
0,B09FP1C94R,"[0, 0]",5,"I read after going to bed, hold it in one hand, turn pages with thumb. Love it!","04 11, 2022",R3FWLEE2FTVIOT,helen mack,Great size!,1649606400
1,B09FP1C94R,"[3, 3]",1,"1. I PAID for an ""ad free"" experience, but my home-screen is now full of ""recommendation"" ads.2. These are regularly updated and reduce battery life.3. The brightness slider is now hidden behind two panels.4. The magazines section shows ALL magazines, even those you've entirely deleted.5. List view is no longer available6. You CANNOT disable automatic updates.7. I contacted customer support and they wasted 1.5 hours of my time - the agent referred to my complaint as ""whining"" (this is a matter of record as recorded the phonecall) - I asked the agent to confirm that she understood that the word ""whining"" is insulting and she confirmed that ""yes I know that the word is offensive"" - I will be contacting the Better Business Bureau.Amazon have become far too presumptuous. Cutomer support has worsened egregiously over the last decade. I will never buy another Amazon device.","05 11, 2022",R3HRQUIIUYJF9X,coolhand,I PAID for no ads - (and update 15.14.2 WRECKS the user experience),1652198400
2,B09FP1C94R,"[0, 0]",4,"My husband gave me this to replace my 9 yr. oldFire Table, not realizing, that the Fire tablet is a completely different item. We are returning this and ordering the Fire Table. There is nothing wrong with it. This kindle is great for just a book reader, but keep in mind, that it is not the same as an Amazon Fire. If you just want a reader, this is the item to get. I feel it is a little expense, not to have more features and colors, that is why I only gave it 4 stars. I really love the Fire Table, small with the best of everything.","03 28, 2022",R1773EIW704TWI,Tori,Great item,1648396800
3,B09FP1C94R,"[0, 0]",3,"No color for children's picture books! Sounds like a downgrade from what I had access to for free on my computer. I'm so glad this was a gift. Thanks to my son; I appreciate your thoughtfulness.Also, no continuous scroll (my preferred viewing method). If you use the highlighter for study then having color options is also a helpful option...but sorry totally B&W. Other than that it's ok. I don't do much outside reading but if it works as advertised then that's a definate plus. For these reasons I can't really say that I would recommend this product. In exchange for payment I expect a product that works so I can't really give points for that. I subscribed to Kindle Unlimited to use on my device for story time with my grandson. Guess I'll rethink that subscription.","05 14, 2022",R1AGP33H1GJQIA,Amazon Customer,CHILDREN'S BOOKS? NO COLOR! WHY?!!!,1652457600
4,B09FP1C94R,"[0, 0]",5,Battery life is so much better than my last paperwhite and I love being able to wirelessly charge my kindle. The wireless charger also acts a stand when Ia??m working at my desk. My favorite part of this new edition is being able to charge my kindle via usb-c! I now only have to bring one cord for all of my electronics. What a great upgrade!,"02 17, 2022",R2824KGGREDQE3,Ally G,Love it!,1645027200
5,B09FP1C94R,"[0, 0]",5,The best ebook reader available. Comfortable to hold. Easy on the eyes. Great battery life. Tremendous capacity for books. Whata??s not to like?,"04 30, 2022",R4HRUW53K143F,JDM,A Winner,1651248000
6,B09FP1C94R,"[0, 0]",5,"My husband purchased this for as a valentines gift and I love it. Easy to use, easy to hold and the battery life is fantastic.","02 24, 2022",RSFINTOPBM852,John Buhrmann,Super little reader,1645632000
7,B09FP1C94R,"[0, 0]",5,"Great size, easy on the eyes, intuitive menu, and holds lots and lots and lots of books. Love it. Already finished 3 books!","01 31, 2022",R3GBX31J7503D,PilotRick,Backlighting has saved my eyes,1643558400
8,B09FP1C94R,"[0, 0]",5,Everything as advertised and expected.,"04 16, 2022",REPU6PXHG9AKV,John U.,Great product,1650038400
9,B09FP1C94R,"[0, 0]",3,Not thrilled that they didn't leave the turn off switch on the top.,"05 03, 2022",R26JXW6L618H8V,Patricia Ranieri,If you read when you walk on a tredmill it turns itself off.,1651507200
